source,target,link_type,direction,confidence,inferred
HADOOP-16425,HADOOP-16478,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16425,HADOOP-16426,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16425,HADOOP-17817,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16424,HADOOP-16858,augmented_soft_depends_on,augmented,0.668,True
HADOOP-16424,HADOOP-16860,augmented_soft_depends_on,augmented,0.659,True
HADOOP-16423,HADOOP-16483,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16423,HADOOP-17549,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16423,HADOOP-16426,augmented_soft_depends_on,augmented,0.771,True
HADOOP-16422,HADOOP-16626,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16422,HADOOP-17322,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16422,HADOOP-17375,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16421,HADOOP-17087,augmented_soft_depends_on,augmented,0.798,True
HADOOP-16421,HADOOP-16840,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16421,HADOOP-17640,augmented_soft_depends_on,augmented,0.744,True
HADOOP-16420,HADOOP-16804,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16420,HADOOP-16879,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16420,HADOOP-17802,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16419,HADOOP-16464,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16419,HADOOP-17764,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16419,HADOOP-17301,augmented_soft_depends_on,augmented,0.777,True
HADOOP-16418,HADOOP-17269,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16418,HADOOP-16771,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16418,HADOOP-16869,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16417,HADOOP-17130,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16417,HADOOP-17241,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16417,HADOOP-16360,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16416,HADOOP-16982,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16416,HADOOP-17717,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16416,HADOOP-16228,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16415,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16415,HADOOP-16666,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16415,HADOOP-16407,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16414,HADOOP-16406,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16414,HADOOP-16779,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16414,HADOOP-16390,augmented_soft_depends_on,augmented,0.764,True
HADOOP-16413,HADOOP-17150,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16413,HADOOP-16187,augmented_soft_depends_on,augmented,0.694,True
HADOOP-16413,HADOOP-17709,augmented_soft_depends_on,augmented,0.674,True
HADOOP-16412,HADOOP-16382,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16412,HADOOP-16392,augmented_soft_depends_on,augmented,0.795,True
HADOOP-16412,HADOOP-16725,augmented_soft_depends_on,augmented,0.792,True
HADOOP-16411,HADOOP-16862,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16411,HADOOP-17309,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16411,HADOOP-16554,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16410,HADOOP-16647,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16410,HADOOP-16460,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16410,HADOOP-16405,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16409,HADOOP-16396,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16409,HADOOP-16939,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16409,HADOOP-16563,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16408,HADOOP-16950,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16408,HADOOP-16935,augmented_soft_depends_on,augmented,0.762,True
HADOOP-16408,HADOOP-17565,augmented_soft_depends_on,augmented,0.759,True
HADOOP-16407,HADOOP-16415,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16406,HADOOP-16586,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16406,HADOOP-16436,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16406,HADOOP-16274,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16405,HADOOP-17717,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16405,HADOOP-17283,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16405,HADOOP-16460,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16404,HADOOP-17004,augmented_soft_depends_on,augmented,0.731,True
HADOOP-16404,HADOOP-16376,augmented_soft_depends_on,augmented,0.72,True
HADOOP-16404,HADOOP-17474,augmented_soft_depends_on,augmented,0.719,True
HADOOP-16402,HADOOP-17265,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16402,HADOOP-17594,augmented_soft_depends_on,augmented,0.693,True
HADOOP-16401,HADOOP-17669,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16401,HADOOP-16776,augmented_soft_depends_on,augmented,0.751,True
HADOOP-16401,HADOOP-16649,augmented_soft_depends_on,augmented,0.721,True
HADOOP-16399,HADOOP-16659,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16399,HADOOP-16539,augmented_soft_depends_on,augmented,0.741,True
HADOOP-16399,HADOOP-17665,augmented_soft_depends_on,augmented,0.724,True
HADOOP-16398,HADOOP-16783,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16398,HADOOP-16395,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16398,HADOOP-16496,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16397,HADOOP-17460,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16397,HADOOP-17310,augmented_soft_depends_on,augmented,0.759,True
HADOOP-16397,HADOOP-16954,augmented_soft_depends_on,augmented,0.75,True
HADOOP-16396,HADOOP-16684,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16396,HADOOP-16709,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16396,HADOOP-16801,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16395,HADOOP-16783,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16395,HADOOP-17133,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16395,HADOOP-16391,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16394,HADOOP-16374,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16394,HADOOP-16909,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16394,HADOOP-16462,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16393,HADOOP-17207,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16393,HADOOP-16478,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16393,HADOOP-17454,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16392,HADOOP-17134,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16392,HADOOP-16412,augmented_soft_depends_on,augmented,0.795,True
HADOOP-16392,HADOOP-17408,augmented_soft_depends_on,augmented,0.749,True
HADOOP-16391,HADOOP-16783,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16391,HADOOP-16395,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16391,HADOOP-17133,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16390,HADOOP-16602,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16390,HADOOP-17186,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16390,HADOOP-16554,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16389,HADOOP-16628,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16389,HADOOP-17676,augmented_soft_depends_on,augmented,0.742,True
HADOOP-16389,HADOOP-17568,augmented_soft_depends_on,augmented,0.733,True
HADOOP-16388,HADOOP-16291,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16388,HADOOP-16372,augmented_soft_depends_on,augmented,0.797,True
HADOOP-16388,HADOOP-16311,augmented_soft_depends_on,augmented,0.794,True
HADOOP-16387,HADOOP-17012,augmented_soft_depends_on,augmented,0.688,True
HADOOP-16387,HADOOP-16772,augmented_soft_depends_on,augmented,0.656,True
HADOOP-16386,HADOOP-17287,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16386,HADOOP-17517,augmented_soft_depends_on,augmented,0.776,True
HADOOP-16386,HADOOP-17168,augmented_soft_depends_on,augmented,0.775,True
HADOOP-16385,HADOOP-17142,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16385,HADOOP-17143,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16385,HADOOP-16457,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16384,HADOOP-16343,augmented_soft_depends_on,augmented,0.791,True
HADOOP-16384,HADOOP-16445,augmented_soft_depends_on,augmented,0.745,True
HADOOP-16384,HADOOP-17520,augmented_soft_depends_on,augmented,0.714,True
HADOOP-16382,HADOOP-16412,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16382,HADOOP-16725,augmented_soft_depends_on,augmented,0.793,True
HADOOP-16382,HADOOP-17559,augmented_soft_depends_on,augmented,0.677,True
HADOOP-16381,HADOOP-17366,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16381,HADOOP-17593,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16381,HADOOP-17007,augmented_soft_depends_on,augmented,0.762,True
HADOOP-16380,HADOOP-16465,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16380,HADOOP-16846,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16380,HADOOP-16613,augmented_soft_depends_on,augmented,0.755,True
HADOOP-16379,HADOOP-16480,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16379,HADOOP-17597,augmented_soft_depends_on,augmented,0.773,True
HADOOP-16379,HADOOP-16241,augmented_soft_depends_on,augmented,0.745,True
HADOOP-16378,HADOOP-16976,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16378,HADOOP-17294,augmented_soft_depends_on,augmented,0.79,True
HADOOP-16378,HADOOP-16978,augmented_soft_depends_on,augmented,0.79,True
HADOOP-16376,HADOOP-17474,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16376,HADOOP-16910,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16376,HADOOP-16892,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16375,HADOOP-17135,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16375,HADOOP-16406,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16375,HADOOP-16436,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16374,HADOOP-16394,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16374,HADOOP-16909,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16374,HADOOP-16428,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16373,HADOOP-17686,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16373,HADOOP-17689,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16373,HADOOP-17744,augmented_soft_depends_on,augmented,0.776,True
HADOOP-16372,HADOOP-16291,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16372,HADOOP-17518,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16372,HADOOP-17812,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16371,HADOOP-16647,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16371,HADOOP-16460,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16371,HADOOP-16410,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16370,HADOOP-16189,augmented_soft_depends_on,augmented,0.788,True
HADOOP-16370,HADOOP-17012,augmented_soft_depends_on,augmented,0.742,True
HADOOP-16370,HADOOP-16190,augmented_soft_depends_on,augmented,0.722,True
HADOOP-16369,HADOOP-17200,augmented_soft_depends_on,augmented,0.749,True
HADOOP-16369,HADOOP-16976,augmented_soft_depends_on,augmented,0.736,True
HADOOP-16369,HADOOP-17111,augmented_soft_depends_on,augmented,0.734,True
HADOOP-16368,HADOOP-17242,augmented_soft_depends_on,augmented,0.767,True
HADOOP-16368,HADOOP-17654,augmented_soft_depends_on,augmented,0.753,True
HADOOP-16368,HADOOP-17074,augmented_soft_depends_on,augmented,0.736,True
HADOOP-16367,HADOOP-16304,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16367,HADOOP-17629,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16367,HADOOP-17630,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16366,HADOOP-16527,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16366,HADOOP-17432,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16366,HADOOP-17794,augmented_soft_depends_on,augmented,0.762,True
HADOOP-16365,HADOOP-16198,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16365,HADOOP-16487,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16365,HADOOP-16533,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16364,HADOOP-17520,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16364,HADOOP-16343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16364,HADOOP-16520,augmented_soft_depends_on,augmented,0.756,True
HADOOP-16363,HADOOP-16343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16363,HADOOP-16926,augmented_soft_depends_on,augmented,0.785,True
HADOOP-16363,HADOOP-17520,augmented_soft_depends_on,augmented,0.771,True
HADOOP-16362,HADOOP-16343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16362,HADOOP-16741,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16362,HADOOP-16520,augmented_soft_depends_on,augmented,0.752,True
HADOOP-16361,HADOOP-17457,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16361,HADOOP-16584,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16361,HADOOP-16476,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16360,HADOOP-17241,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16360,HADOOP-17258,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16360,HADOOP-16417,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16359,HADOOP-17330,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16359,HADOOP-16625,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16359,HADOOP-16933,augmented_soft_depends_on,augmented,0.791,True
HADOOP-16358,HADOOP-17798,augmented_soft_depends_on,augmented,0.76,True
HADOOP-16358,HADOOP-17816,augmented_soft_depends_on,augmented,0.727,True
HADOOP-16358,HADOOP-17778,augmented_soft_depends_on,augmented,0.713,True
HADOOP-16357,HADOOP-16798,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16357,HADOOP-17245,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16357,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16356,HADOOP-16932,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16356,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16356,HADOOP-17568,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16355,HADOOP-16579,augmented_soft_depends_on,augmented,0.76,True
HADOOP-16355,HADOOP-17612,augmented_soft_depends_on,augmented,0.731,True
HADOOP-16355,HADOOP-17668,augmented_soft_depends_on,augmented,0.709,True
HADOOP-16354,HADOOP-17183,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16354,HADOOP-17512,augmented_soft_depends_on,augmented,0.785,True
HADOOP-16354,HADOOP-17406,augmented_soft_depends_on,augmented,0.668,True
HADOOP-16353,HADOOP-16625,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16353,HADOOP-16778,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16353,HADOOP-16646,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16352,HADOOP-17664,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16351,HADOOP-16818,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16351,HADOOP-17715,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16351,HADOOP-16713,augmented_soft_depends_on,augmented,0.796,True
HADOOP-16350,HADOOP-17042,augmented_soft_depends_on,augmented,0.737,True
HADOOP-16350,HADOOP-17568,augmented_soft_depends_on,augmented,0.687,True
HADOOP-16350,HADOOP-16284,augmented_soft_depends_on,augmented,0.677,True
HADOOP-16349,HADOOP-16520,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16349,HADOOP-16732,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16349,HADOOP-16343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16348,HADOOP-17055,augmented_soft_depends_on,augmented,0.752,True
HADOOP-16348,HADOOP-17109,augmented_soft_depends_on,augmented,0.736,True
HADOOP-16348,HADOOP-17232,augmented_soft_depends_on,augmented,0.713,True
HADOOP-16347,HADOOP-17201,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16347,HADOOP-17547,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16347,HADOOP-17337,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16346,HADOOP-16647,augmented_soft_depends_on,augmented,0.745,True
HADOOP-16346,HADOOP-16460,augmented_soft_depends_on,augmented,0.704,True
HADOOP-16346,HADOOP-16835,augmented_soft_depends_on,augmented,0.673,True
HADOOP-16345,HADOOP-16897,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16345,HADOOP-17333,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16345,HADOOP-17468,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16344,HADOOP-17152,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16344,HADOOP-16249,augmented_soft_depends_on,augmented,0.795,True
HADOOP-16344,HADOOP-17039,augmented_soft_depends_on,augmented,0.788,True
HADOOP-16343,HADOOP-17520,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16343,HADOOP-16732,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16343,HADOOP-16520,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16342,HADOOP-16283,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16342,HADOOP-17796,augmented_soft_depends_on,augmented,0.788,True
HADOOP-16342,HADOOP-16703,augmented_soft_depends_on,augmented,0.751,True
HADOOP-16341,HADOOP-17285,augmented_soft_depends_on,augmented,0.735,True
HADOOP-16341,HADOOP-16448,augmented_soft_depends_on,augmented,0.706,True
HADOOP-16341,HADOOP-17020,augmented_soft_depends_on,augmented,0.664,True
HADOOP-16340,HADOOP-17086,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16340,HADOOP-17377,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16340,HADOOP-16682,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16339,HADOOP-17260,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16339,HADOOP-17526,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16339,HADOOP-17593,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16338,HADOOP-16293,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16338,HADOOP-16611,augmented_soft_depends_on,augmented,0.751,True
HADOOP-16338,HADOOP-16670,augmented_soft_depends_on,augmented,0.742,True
HADOOP-16336,HADOOP-17232,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16336,HADOOP-17128,augmented_soft_depends_on,augmented,0.718,True
HADOOP-16336,HADOOP-17308,augmented_soft_depends_on,augmented,0.684,True
HADOOP-16335,HADOOP-16217,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16335,HADOOP-17011,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16335,HADOOP-17091,augmented_soft_depends_on,augmented,0.706,True
HADOOP-16334,HADOOP-17297,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16334,HADOOP-16183,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16334,HADOOP-17262,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16333,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16333,HADOOP-16666,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16333,HADOOP-16757,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16332,HADOOP-16206,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16332,HADOOP-16668,augmented_soft_depends_on,augmented,0.797,True
HADOOP-16332,HADOOP-16959,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16331,HADOOP-17775,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16331,HADOOP-17530,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16331,HADOOP-17344,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16330,HADOOP-17376,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16330,HADOOP-16321,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16330,HADOOP-16650,augmented_soft_depends_on,augmented,0.793,True
HADOOP-16329,HADOOP-16274,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16329,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16329,HADOOP-16666,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16328,HADOOP-16308,augmented_soft_depends_on,augmented,0.715,True
HADOOP-16328,HADOOP-16502,augmented_soft_depends_on,augmented,0.658,True
HADOOP-16328,HADOOP-16586,augmented_soft_depends_on,augmented,0.658,True
HADOOP-16327,HADOOP-16250,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16327,HADOOP-16473,augmented_soft_depends_on,augmented,0.744,True
HADOOP-16327,HADOOP-16746,augmented_soft_depends_on,augmented,0.727,True
HADOOP-16326,HADOOP-16583,augmented_soft_depends_on,augmented,0.685,True
HADOOP-16326,HADOOP-16279,augmented_soft_depends_on,augmented,0.675,True
HADOOP-16324,HADOOP-16645,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16324,HADOOP-16223,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16324,HADOOP-17050,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16323,HADOOP-17489,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16323,HADOOP-16603,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16323,HADOOP-16870,augmented_soft_depends_on,augmented,0.756,True
HADOOP-16321,HADOOP-17376,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16321,HADOOP-16330,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16321,HADOOP-17728,augmented_soft_depends_on,augmented,0.795,True
HADOOP-16319,HADOOP-16586,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16319,HADOOP-16436,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16319,HADOOP-17190,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16317,HADOOP-17347,augmented_soft_depends_on,augmented,0.776,True
HADOOP-16317,HADOOP-17764,augmented_soft_depends_on,augmented,0.761,True
HADOOP-16317,HADOOP-17038,augmented_soft_depends_on,augmented,0.716,True
HADOOP-16316,HADOOP-16477,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16316,HADOOP-16794,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16316,HADOOP-17167,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16315,HADOOP-16525,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16315,HADOOP-17029,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16315,HADOOP-17481,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16314,HADOOP-16356,augmented_soft_depends_on,augmented,0.741,True
HADOOP-16314,HADOOP-16606,augmented_soft_depends_on,augmented,0.69,True
HADOOP-16314,HADOOP-17699,augmented_soft_depends_on,augmented,0.675,True
HADOOP-16313,HADOOP-16853,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16313,HADOOP-16184,augmented_soft_depends_on,augmented,0.742,True
HADOOP-16313,HADOOP-16204,augmented_soft_depends_on,augmented,0.705,True
HADOOP-16312,HADOOP-16578,augmented_soft_depends_on,augmented,0.726,True
HADOOP-16312,HADOOP-16631,augmented_soft_depends_on,augmented,0.722,True
HADOOP-16312,HADOOP-16562,augmented_soft_depends_on,augmented,0.719,True
HADOOP-16311,HADOOP-17569,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16311,HADOOP-16331,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16311,HADOOP-16648,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16310,HADOOP-16531,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16310,HADOOP-17808,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16310,HADOOP-16793,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16309,HADOOP-17775,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16309,HADOOP-17782,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16309,HADOOP-16331,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16308,HADOOP-16328,augmented_soft_depends_on,augmented,0.715,True
HADOOP-16308,HADOOP-17018,augmented_soft_depends_on,augmented,0.67,True
HADOOP-16307,HADOOP-16525,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16307,HADOOP-17029,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16307,HADOOP-16315,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16306,HADOOP-16900,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16306,HADOOP-16921,augmented_soft_depends_on,augmented,0.771,True
HADOOP-16306,HADOOP-17434,augmented_soft_depends_on,augmented,0.757,True
HADOOP-16305,HADOOP-16331,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16305,HADOOP-17775,augmented_soft_depends_on,augmented,0.791,True
HADOOP-16305,HADOOP-17327,augmented_soft_depends_on,augmented,0.724,True
HADOOP-16304,HADOOP-16367,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16304,HADOOP-17629,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16304,HADOOP-16760,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16303,HADOOP-17322,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16303,HADOOP-17158,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16303,HADOOP-17375,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16302,HADOOP-16701,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16302,HADOOP-17294,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16302,HADOOP-16978,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16300,HADOOP-17017,augmented_soft_depends_on,augmented,0.669,True
HADOOP-16300,HADOOP-17392,augmented_soft_depends_on,augmented,0.663,True
HADOOP-16300,HADOOP-16535,augmented_soft_depends_on,augmented,0.656,True
HADOOP-16299,HADOOP-16795,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16299,HADOOP-17394,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16299,HADOOP-16270,augmented_soft_depends_on,augmented,0.769,True
HADOOP-16298,HADOOP-17050,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16298,HADOOP-16223,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16298,HADOOP-16324,augmented_soft_depends_on,augmented,0.781,True
HADOOP-16297,HADOOP-16296,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16297,HADOOP-16295,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16297,HADOOP-16685,augmented_soft_depends_on,augmented,0.729,True
HADOOP-16296,HADOOP-16295,augmented_soft_depends_on,augmented,0.8,True
