source,target,link_type,direction,confidence,inferred
HADOOP-17542,HADOOP-17669,augmented_soft_depends_on,augmented,0.698,True
HADOOP-17542,HADOOP-17620,augmented_soft_depends_on,augmented,0.683,True
HADOOP-17541,HADOOP-17056,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17541,HADOOP-17581,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17541,HADOOP-17427,augmented_soft_depends_on,augmented,0.782,True
HADOOP-17540,HADOOP-17049,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17540,HADOOP-16822,augmented_soft_depends_on,augmented,0.73,True
HADOOP-17540,HADOOP-16834,augmented_soft_depends_on,augmented,0.698,True
HADOOP-17539,HADOOP-17036,augmented_soft_depends_on,augmented,0.739,True
HADOOP-17539,HADOOP-16689,augmented_soft_depends_on,augmented,0.729,True
HADOOP-17539,HADOOP-16971,augmented_soft_depends_on,augmented,0.719,True
HADOOP-17538,HADOOP-16886,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17538,HADOOP-16712,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17538,HADOOP-16434,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17537,HADOOP-16936,augmented_soft_depends_on,augmented,0.733,True
HADOOP-17537,HADOOP-16937,augmented_soft_depends_on,augmented,0.732,True
HADOOP-17537,HADOOP-17737,augmented_soft_depends_on,augmented,0.729,True
HADOOP-17536,HADOOP-16316,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17536,HADOOP-16216,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17536,HADOOP-16477,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17535,HADOOP-16913,augmented_soft_depends_on,augmented,0.769,True
HADOOP-17535,HADOOP-17781,augmented_soft_depends_on,augmented,0.722,True
HADOOP-17535,HADOOP-17213,augmented_soft_depends_on,augmented,0.721,True
HADOOP-17534,HADOOP-17555,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17534,HADOOP-17014,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17534,HADOOP-16891,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17533,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17533,HADOOP-17130,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17533,HADOOP-16247,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17532,HADOOP-17381,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17532,HADOOP-17124,augmented_soft_depends_on,augmented,0.761,True
HADOOP-17532,HADOOP-17562,augmented_soft_depends_on,augmented,0.745,True
HADOOP-17531,HADOOP-17042,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17531,HADOOP-16756,augmented_soft_depends_on,augmented,0.759,True
HADOOP-17531,HADOOP-17742,augmented_soft_depends_on,augmented,0.747,True
HADOOP-17530,HADOOP-17327,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17530,HADOOP-17518,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17530,HADOOP-16238,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17529,HADOOP-16870,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17529,HADOOP-17777,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17529,HADOOP-17442,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17528,HADOOP-17287,augmented_soft_depends_on,augmented,0.71,True
HADOOP-17528,HADOOP-17413,augmented_soft_depends_on,augmented,0.672,True
HADOOP-17528,HADOOP-16925,augmented_soft_depends_on,augmented,0.655,True
HADOOP-17527,HADOOP-17638,augmented_soft_depends_on,augmented,0.699,True
HADOOP-17527,HADOOP-16378,augmented_soft_depends_on,augmented,0.66,True
HADOOP-17527,HADOOP-17430,augmented_soft_depends_on,augmented,0.651,True
HADOOP-17526,HADOOP-17811,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17526,HADOOP-17525,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17526,HADOOP-16339,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17525,HADOOP-17524,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17525,HADOOP-17632,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17525,HADOOP-17526,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17524,HADOOP-17525,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17524,HADOOP-17632,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17524,HADOOP-17526,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17523,HADOOP-17613,augmented_soft_depends_on,augmented,0.656,True
HADOOP-17522,HADOOP-17307,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17522,HADOOP-16849,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17522,HADOOP-16240,augmented_soft_depends_on,augmented,0.778,True
HADOOP-17521,HADOOP-17063,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17521,HADOOP-17258,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17521,HADOOP-17216,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17520,HADOOP-16364,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17520,HADOOP-16343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17520,HADOOP-16926,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17519,HADOOP-16484,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17519,HADOOP-17055,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17519,HADOOP-16473,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17518,HADOOP-16372,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17518,HADOOP-17530,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17518,HADOOP-16291,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17517,HADOOP-17168,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17517,HADOOP-16435,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17517,HADOOP-17096,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17516,HADOOP-17603,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17516,HADOOP-17171,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17516,HADOOP-17563,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17515,HADOOP-17514,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17515,HADOOP-16506,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17515,HADOOP-17759,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17514,HADOOP-17515,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17514,HADOOP-17759,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17514,HADOOP-17182,augmented_soft_depends_on,augmented,0.764,True
HADOOP-17513,HADOOP-16771,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17513,HADOOP-17319,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17513,HADOOP-16227,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17512,HADOOP-17182,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17512,HADOOP-17235,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17512,HADOOP-17055,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17511,HADOOP-17061,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17511,HADOOP-16799,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17511,HADOOP-16979,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17510,HADOOP-17610,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17510,HADOOP-17587,augmented_soft_depends_on,augmented,0.751,True
HADOOP-17510,HADOOP-17577,augmented_soft_depends_on,augmented,0.724,True
HADOOP-17509,HADOOP-17693,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17509,HADOOP-17678,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17509,HADOOP-16620,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17508,HADOOP-17465,augmented_soft_depends_on,augmented,0.758,True
HADOOP-17508,HADOOP-17693,augmented_soft_depends_on,augmented,0.718,True
HADOOP-17508,HADOOP-17678,augmented_soft_depends_on,augmented,0.718,True
HADOOP-17507,HADOOP-17153,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17507,HADOOP-16227,augmented_soft_depends_on,augmented,0.791,True
HADOOP-17507,HADOOP-17502,augmented_soft_depends_on,augmented,0.785,True
HADOOP-17506,HADOOP-16744,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17506,HADOOP-16620,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17506,HADOOP-16263,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17505,HADOOP-16582,augmented_soft_depends_on,augmented,0.768,True
HADOOP-17505,HADOOP-16344,augmented_soft_depends_on,augmented,0.75,True
HADOOP-17505,HADOOP-17384,augmented_soft_depends_on,augmented,0.705,True
HADOOP-17503,HADOOP-17277,augmented_soft_depends_on,augmented,0.798,True
HADOOP-17503,HADOOP-17560,augmented_soft_depends_on,augmented,0.761,True
HADOOP-17503,HADOOP-17576,augmented_soft_depends_on,augmented,0.734,True
HADOOP-17502,HADOOP-16609,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17502,HADOOP-16952,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17502,HADOOP-17623,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17501,HADOOP-17295,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17501,HADOOP-17700,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17501,HADOOP-16691,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17500,HADOOP-17338,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17500,HADOOP-17192,augmented_soft_depends_on,augmented,0.722,True
HADOOP-17500,HADOOP-16667,augmented_soft_depends_on,augmented,0.71,True
HADOOP-17499,HADOOP-17263,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17499,HADOOP-17774,augmented_soft_depends_on,augmented,0.791,True
HADOOP-17499,HADOOP-16422,augmented_soft_depends_on,augmented,0.753,True
HADOOP-17498,HADOOP-16879,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17498,HADOOP-16911,augmented_soft_depends_on,augmented,0.788,True
HADOOP-17498,HADOOP-17134,augmented_soft_depends_on,augmented,0.734,True
HADOOP-17497,HADOOP-16381,augmented_soft_depends_on,augmented,0.708,True
HADOOP-17497,HADOOP-17366,augmented_soft_depends_on,augmented,0.668,True
HADOOP-17496,HADOOP-16795,augmented_soft_depends_on,augmented,0.708,True
HADOOP-17496,HADOOP-16299,augmented_soft_depends_on,augmented,0.705,True
HADOOP-17496,HADOOP-16516,augmented_soft_depends_on,augmented,0.671,True
HADOOP-17495,HADOOP-16865,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17495,HADOOP-16625,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17495,HADOOP-17330,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17493,HADOOP-16976,augmented_soft_depends_on,augmented,0.785,True
HADOOP-17493,HADOOP-17232,augmented_soft_depends_on,augmented,0.773,True
HADOOP-17493,HADOOP-16670,augmented_soft_depends_on,augmented,0.708,True
HADOOP-17492,HADOOP-16920,augmented_soft_depends_on,augmented,0.741,True
HADOOP-17491,HADOOP-17744,augmented_soft_depends_on,augmented,0.701,True
HADOOP-17491,HADOOP-16682,augmented_soft_depends_on,augmented,0.677,True
HADOOP-17491,HADOOP-17377,augmented_soft_depends_on,augmented,0.668,True
HADOOP-17490,HADOOP-17155,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17490,HADOOP-17558,augmented_soft_depends_on,augmented,0.756,True
HADOOP-17490,HADOOP-16920,augmented_soft_depends_on,augmented,0.741,True
HADOOP-17489,HADOOP-16603,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17489,HADOOP-16323,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17489,HADOOP-17650,augmented_soft_depends_on,augmented,0.758,True
HADOOP-17487,HADOOP-17622,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17487,HADOOP-17387,augmented_soft_depends_on,augmented,0.793,True
HADOOP-17487,HADOOP-17726,augmented_soft_depends_on,augmented,0.772,True
HADOOP-17486,HADOOP-17795,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17486,HADOOP-16228,augmented_soft_depends_on,augmented,0.792,True
HADOOP-17486,HADOOP-17152,augmented_soft_depends_on,augmented,0.768,True
HADOOP-17484,HADOOP-17090,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17484,HADOOP-16799,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17484,HADOOP-17799,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17483,HADOOP-17406,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17483,HADOOP-17584,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17483,HADOOP-16632,augmented_soft_depends_on,augmented,0.728,True
HADOOP-17482,HADOOP-16588,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17482,HADOOP-17235,augmented_soft_depends_on,augmented,0.794,True
HADOOP-17482,HADOOP-17182,augmented_soft_depends_on,augmented,0.773,True
HADOOP-17480,HADOOP-17585,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17480,HADOOP-16426,augmented_soft_depends_on,augmented,0.764,True
HADOOP-17480,HADOOP-16564,augmented_soft_depends_on,augmented,0.743,True
HADOOP-17479,HADOOP-16755,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17479,HADOOP-17147,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17479,HADOOP-16887,augmented_soft_depends_on,augmented,0.799,True
HADOOP-17478,HADOOP-16841,augmented_soft_depends_on,augmented,0.767,True
HADOOP-17478,HADOOP-17741,augmented_soft_depends_on,augmented,0.7,True
HADOOP-17478,HADOOP-16366,augmented_soft_depends_on,augmented,0.697,True
HADOOP-17477,HADOOP-16455,augmented_soft_depends_on,augmented,0.768,True
HADOOP-17477,HADOOP-16426,augmented_soft_depends_on,augmented,0.74,True
HADOOP-17477,HADOOP-17712,augmented_soft_depends_on,augmented,0.731,True
HADOOP-17476,HADOOP-17141,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17476,HADOOP-16934,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17476,HADOOP-17458,augmented_soft_depends_on,augmented,0.76,True
HADOOP-17475,HADOOP-17474,augmented_soft_depends_on,augmented,0.721,True
HADOOP-17475,HADOOP-17183,augmented_soft_depends_on,augmented,0.695,True
HADOOP-17475,HADOOP-17740,augmented_soft_depends_on,augmented,0.663,True
HADOOP-17474,HADOOP-16910,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17474,HADOOP-16778,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17474,HADOOP-16376,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17473,HADOOP-17163,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17473,HADOOP-17800,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17473,HADOOP-17736,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17472,HADOOP-17375,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17472,HADOOP-16602,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17472,HADOOP-17331,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17471,HADOOP-17474,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17471,HADOOP-16281,augmented_soft_depends_on,augmented,0.738,True
HADOOP-17471,HADOOP-17396,augmented_soft_depends_on,augmented,0.71,True
HADOOP-17470,HADOOP-17471,augmented_soft_depends_on,augmented,0.707,True
HADOOP-17470,HADOOP-17023,augmented_soft_depends_on,augmented,0.693,True
HADOOP-17470,HADOOP-16456,augmented_soft_depends_on,augmented,0.674,True
HADOOP-17469,HADOOP-17461,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17469,HADOOP-16294,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17469,HADOOP-17276,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17468,HADOOP-16345,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17468,HADOOP-17233,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17468,HADOOP-16897,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17467,HADOOP-17238,augmented_soft_depends_on,augmented,0.794,True
HADOOP-17467,HADOOP-17243,augmented_soft_depends_on,augmented,0.681,True
HADOOP-17467,HADOOP-17304,augmented_soft_depends_on,augmented,0.677,True
HADOOP-17466,HADOOP-17294,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17466,HADOOP-16978,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17466,HADOOP-16973,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17465,HADOOP-17084,augmented_soft_depends_on,augmented,0.759,True
HADOOP-17465,HADOOP-17508,augmented_soft_depends_on,augmented,0.758,True
HADOOP-17465,HADOOP-17693,augmented_soft_depends_on,augmented,0.735,True
HADOOP-17464,HADOOP-16262,augmented_soft_depends_on,augmented,0.766,True
HADOOP-17464,HADOOP-16773,augmented_soft_depends_on,augmented,0.682,True
HADOOP-17464,HADOOP-17685,augmented_soft_depends_on,augmented,0.658,True
HADOOP-17463,HADOOP-16670,augmented_soft_depends_on,augmented,0.685,True
HADOOP-17463,HADOOP-17232,augmented_soft_depends_on,augmented,0.67,True
HADOOP-17463,HADOOP-17600,augmented_soft_depends_on,augmented,0.656,True
HADOOP-17462,HADOOP-16982,augmented_soft_depends_on,augmented,0.764,True
HADOOP-17462,HADOOP-16416,augmented_soft_depends_on,augmented,0.762,True
HADOOP-17462,HADOOP-17717,augmented_soft_depends_on,augmented,0.702,True
HADOOP-17461,HADOOP-17469,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17461,HADOOP-16294,augmented_soft_depends_on,augmented,0.778,True
HADOOP-17461,HADOOP-17276,augmented_soft_depends_on,augmented,0.743,True
HADOOP-17460,HADOOP-16397,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17460,HADOOP-16858,augmented_soft_depends_on,augmented,0.799,True
HADOOP-17460,HADOOP-16484,augmented_soft_depends_on,augmented,0.79,True
HADOOP-17459,HADOOP-17645,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17459,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17459,HADOOP-16666,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17458,HADOOP-17141,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17458,HADOOP-17476,augmented_soft_depends_on,augmented,0.76,True
HADOOP-17458,HADOOP-17338,augmented_soft_depends_on,augmented,0.676,True
HADOOP-17457,HADOOP-16616,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17457,HADOOP-16752,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17457,HADOOP-16442,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17456,HADOOP-16430,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17456,HADOOP-17403,augmented_soft_depends_on,augmented,0.794,True
HADOOP-17456,HADOOP-16429,augmented_soft_depends_on,augmented,0.781,True
HADOOP-17455,HADOOP-16832,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17455,HADOOP-17412,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17455,HADOOP-17207,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17454,HADOOP-17207,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17454,HADOOP-16575,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17454,HADOOP-16478,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17453,HADOOP-17096,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17453,HADOOP-16435,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17453,HADOOP-17518,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17452,HADOOP-16260,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17452,HADOOP-17098,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17452,HADOOP-16768,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17451,HADOOP-17107,augmented_soft_depends_on,augmented,0.775,True
HADOOP-17451,HADOOP-17226,augmented_soft_depends_on,augmented,0.767,True
HADOOP-17451,HADOOP-16375,augmented_soft_depends_on,augmented,0.76,True
HADOOP-17450,HADOOP-16496,augmented_soft_depends_on,augmented,0.793,True
HADOOP-17450,HADOOP-17272,augmented_soft_depends_on,augmented,0.789,True
HADOOP-17450,HADOOP-17367,augmented_soft_depends_on,augmented,0.777,True
HADOOP-17449,HADOOP-17441,augmented_soft_depends_on,augmented,0.741,True
HADOOP-17449,HADOOP-16592,augmented_soft_depends_on,augmented,0.717,True
HADOOP-17449,HADOOP-17775,augmented_soft_depends_on,augmented,0.696,True
HADOOP-17447,HADOOP-16217,augmented_soft_depends_on,augmented,0.686,True
HADOOP-17447,HADOOP-17142,augmented_soft_depends_on,augmented,0.675,True
HADOOP-17447,HADOOP-17143,augmented_soft_depends_on,augmented,0.671,True
HADOOP-17446,HADOOP-16833,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17446,HADOOP-17334,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17446,HADOOP-16695,augmented_soft_depends_on,augmented,0.764,True
HADOOP-17445,HADOOP-17177,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17445,HADOOP-16272,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17445,HADOOP-16271,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17444,HADOOP-17615,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17444,HADOOP-17442,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17444,HADOOP-17343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17442,HADOOP-16272,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17442,HADOOP-16271,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17442,HADOOP-17615,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17441,HADOOP-17625,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17441,HADOOP-16676,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17441,HADOOP-16491,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17440,HADOOP-17648,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17440,HADOOP-16924,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17440,HADOOP-17344,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17439,HADOOP-17285,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17439,HADOOP-17037,augmented_soft_depends_on,augmented,0.774,True
HADOOP-17439,HADOOP-17440,augmented_soft_depends_on,augmented,0.682,True
HADOOP-17438,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17438,HADOOP-17009,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17438,HADOOP-17762,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17437,HADOOP-16471,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17437,HADOOP-16615,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17437,HADOOP-16470,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17436,HADOOP-17718,augmented_soft_depends_on,augmented,0.767,True
HADOOP-17436,HADOOP-16949,augmented_soft_depends_on,augmented,0.742,True
HADOOP-17436,HADOOP-17202,augmented_soft_depends_on,augmented,0.741,True
HADOOP-17435,HADOOP-17759,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17435,HADOOP-16627,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17435,HADOOP-16993,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17434,HADOOP-16921,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17434,HADOOP-17774,augmented_soft_depends_on,augmented,0.78,True
HADOOP-17434,HADOOP-16306,augmented_soft_depends_on,augmented,0.757,True
HADOOP-17433,HADOOP-17403,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17433,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17433,HADOOP-16666,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17432,HADOOP-17577,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17432,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17432,HADOOP-17322,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17431,HADOOP-17506,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17431,HADOOP-17356,augmented_soft_depends_on,augmented,0.772,True
HADOOP-17431,HADOOP-16620,augmented_soft_depends_on,augmented,0.766,True
HADOOP-17430,HADOOP-17606,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17430,HADOOP-17141,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17430,HADOOP-17567,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17428,HADOOP-16582,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17428,HADOOP-16911,augmented_soft_depends_on,augmented,0.75,True
HADOOP-17428,HADOOP-17744,augmented_soft_depends_on,augmented,0.739,True
HADOOP-17427,HADOOP-17186,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17427,HADOOP-16554,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17427,HADOOP-16681,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17425,HADOOP-17292,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17425,HADOOP-17125,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17425,HADOOP-17369,augmented_soft_depends_on,augmented,0.782,True
HADOOP-17424,HADOOP-17387,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17424,HADOOP-17014,augmented_soft_depends_on,augmented,0.787,True
HADOOP-17424,HADOOP-17090,augmented_soft_depends_on,augmented,0.775,True
HADOOP-17423,HADOOP-17538,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17423,HADOOP-16434,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17423,HADOOP-17088,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17422,HADOOP-16504,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17422,HADOOP-16718,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17422,HADOOP-17596,augmented_soft_depends_on,augmented,0.718,True
HADOOP-17420,HADOOP-16187,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17420,HADOOP-16264,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17420,HADOOP-17476,augmented_soft_depends_on,augmented,0.711,True
HADOOP-17419,HADOOP-16294,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17419,HADOOP-17276,augmented_soft_depends_on,augmented,0.68,True
HADOOP-17419,HADOOP-16366,augmented_soft_depends_on,augmented,0.665,True
HADOOP-17418,HADOOP-17412,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17418,HADOOP-16749,augmented_soft_depends_on,augmented,0.766,True
HADOOP-17418,HADOOP-16832,augmented_soft_depends_on,augmented,0.731,True
HADOOP-17416,HADOOP-17358,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17416,HADOOP-16972,augmented_soft_depends_on,augmented,0.711,True
HADOOP-17416,HADOOP-17389,augmented_soft_depends_on,augmented,0.695,True
HADOOP-17415,HADOOP-17414,augmented_soft_depends_on,augmented,0.778,True
HADOOP-17415,HADOOP-16241,augmented_soft_depends_on,augmented,0.707,True
HADOOP-17415,HADOOP-17069,augmented_soft_depends_on,augmented,0.668,True
HADOOP-17414,HADOOP-17415,augmented_soft_depends_on,augmented,0.778,True
HADOOP-17414,HADOOP-17584,augmented_soft_depends_on,augmented,0.738,True
HADOOP-17414,HADOOP-16632,augmented_soft_depends_on,augmented,0.705,True
HADOOP-17413,HADOOP-16854,augmented_soft_depends_on,augmented,0.79,True
