source,target,link_type,direction,edge_source,confidence
FLAGON-284,FLAGON-274,shared_component,outward,heuristic_inference,0.75
FLAGON-290,FLAGON-284,project_flow,outward,heuristic_inference,0.78
FLAGON-290,FLAGON-274,shared_fix_version,outward,heuristic_inference,0.71
FLAGON-291,FLAGON-290,project_flow,outward,heuristic_inference,0.95
FLAGON-291,FLAGON-274,shared_fix_version,outward,heuristic_inference,0.81
FLAGON-292,FLAGON-290,project_flow,outward,heuristic_inference,0.69
FLAGON-292,FLAGON-291,project_flow,outward,heuristic_inference,0.69
FLAGON-446,FLAGON-351,shared_fix_version,outward,heuristic_inference,0.85
FLAGON-446,FLAGON-364,shared_fix_version,outward,heuristic_inference,0.85
FLAGON-447,FLAGON-446,project_flow,outward,heuristic_inference,0.95
FLAGON-447,FLAGON-351,shared_fix_version,outward,heuristic_inference,0.85
FLAGON-448,FLAGON-446,project_flow,outward,heuristic_inference,0.95
FLAGON-448,FLAGON-447,project_flow,outward,heuristic_inference,0.95
FLAGON-460,FLAGON-459,project_flow,outward,heuristic_inference,0.95
FLAGON-461,FLAGON-459,project_flow,outward,heuristic_inference,0.95
FLAGON-461,FLAGON-460,project_flow,outward,heuristic_inference,0.95
FLAGON-463,FLAGON-459,shared_fix_version,outward,heuristic_inference,0.95
FLAGON-463,FLAGON-460,project_flow,outward,heuristic_inference,0.95
FLAGON-463,FLAGON-461,project_flow,outward,heuristic_inference,0.82
FLAGON-464,FLAGON-459,shared_fix_version,outward,heuristic_inference,0.95
FLAGON-464,FLAGON-460,shared_fix_version,outward,heuristic_inference,0.95
FLAGON-464,FLAGON-463,project_flow,outward,heuristic_inference,0.82
FLAGON-465,FLAGON-447,shared_component,outward,heuristic_inference,0.91
FLAGON-465,FLAGON-351,shared_fix_version,outward,heuristic_inference,0.85
FLAGON-466,FLAGON-446,shared_fix_version,outward,heuristic_inference,0.74
FLAGON-466,FLAGON-448,shared_fix_version,outward,heuristic_inference,0.74
FLAGON-482,FLAGON-292,shared_fix_version,outward,heuristic_inference,0.93
FLEX-13628,FLEX-20755,cloners,inward,explicit_link,1.0
FLEX-20755,FLEX-13628,shared_component,outward,heuristic_inference,0.7
FLEX-33751,FLEX-33546,cloners,outward,explicit_link,1.0
FLEX-33950,FLEX-33751,cloners,outward,explicit_link,1.0
FLEX-34150,FLEX-33950,cloners,outward,explicit_link,1.0
FLEX-34598,FLEX-34519,cloners,outward,explicit_link,1.0
FLEX-34612,FLEX-34496,cloners,outward,explicit_link,1.0
FLEX-34882,FLEX-34853,parent_of,outward,parent_child,0.9
FLEX-34955,FLEX-34560,cloners,outward,explicit_link,1.0
FLEX-35146,FLEX-34955,cloners,outward,explicit_link,1.0
FLINK-10152,FLINK-6895,shared_component,outward,heuristic_inference,0.95
FLINK-10152,FLINK-6810,parent_of,outward,parent_child,0.9
FLINK-10152,FLINK-6976,shared_component,outward,heuristic_inference,0.88
FLINK-10232,FLINK-8039,shared_component,outward,heuristic_inference,0.8
FLINK-10232,FLINK-6895,shared_component,outward,heuristic_inference,0.79
FLINK-10257,FLINK-14079,parent_of,outward,parent_child,0.9
FLINK-10257,FLINK-8039,shared_component,outward,heuristic_inference,0.79
FLINK-10257,FLINK-9970,shared_component,outward,heuristic_inference,0.79
FLINK-10593,FLINK-6935,parent_of,outward,parent_child,0.9
FLINK-10593,FLINK-10152,shared_component,outward,heuristic_inference,0.69
FLINK-10593,FLINK-6895,shared_component,outward,heuristic_inference,0.69
FLINK-10594,FLINK-6935,parent_of,outward,parent_child,0.9
FLINK-10594,FLINK-10593,project_flow,outward,heuristic_inference,0.79
FLINK-10594,FLINK-6895,shared_component,outward,heuristic_inference,0.69
FLINK-10604,FLINK-10152,shared_component,outward,heuristic_inference,0.95
FLINK-10604,FLINK-6895,shared_component,outward,heuristic_inference,0.95
FLINK-10604,FLINK-6810,parent_of,outward,parent_child,0.9
FLINK-10689,FLINK-16088,mentions_dependency,outward,text_reference,0.55
FLINK-10978,FLINK-13470,parent_of,outward,parent_child,0.9
FLINK-10978,FLINK-10604,shared_component,outward,heuristic_inference,0.88
FLINK-10978,FLINK-9970,shared_component,outward,heuristic_inference,0.88
FLINK-11052,FLINK-10978,shared_component,outward,heuristic_inference,0.91
FLINK-11052,FLINK-13470,parent_of,outward,parent_child,0.9
FLINK-11052,FLINK-9970,shared_component,outward,heuristic_inference,0.88
FLINK-11170,FLINK-6935,parent_of,outward,parent_child,0.9
FLINK-11170,FLINK-10152,shared_component,outward,heuristic_inference,0.69
FLINK-11170,FLINK-6895,shared_component,outward,heuristic_inference,0.69
FLINK-11417,FLINK-10429,parent_of,outward,parent_child,0.9
FLINK-11529,FLINK-11526,project_flow,outward,heuristic_inference,0.95
FLINK-11576,FLINK-7492,shared_component,outward,heuristic_inference,0.77
FLINK-11605,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11607,FLINK-11605,project_flow,outward,heuristic_inference,0.95
FLINK-11607,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11608,FLINK-11605,project_flow,outward,heuristic_inference,0.95
FLINK-11608,FLINK-11607,project_flow,outward,heuristic_inference,0.95
FLINK-11608,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11609,FLINK-11605,shared_component,outward,heuristic_inference,0.95
FLINK-11609,FLINK-11607,project_flow,outward,heuristic_inference,0.95
FLINK-11609,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11621,IO-502,mentions_dependency,outward,text_reference,0.55
FLINK-11621,LOG4J2-1653,mentions_dependency,outward,text_reference,0.55
FLINK-11622,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-11622,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-11622,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11623,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-11623,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-11623,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11627,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-11627,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-11627,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11634,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-11634,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-11634,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-11937,FLINK-2491,shared_fix_version,outward,heuristic_inference,0.79
FLINK-11938,FLINK-11937,parent_of,outward,parent_child,0.9
FLINK-11939,FLINK-11938,project_flow,outward,heuristic_inference,0.95
FLINK-11939,FLINK-11937,parent_of,outward,parent_child,0.9
FLINK-11969,FLINK-8970,parent_of,outward,parent_child,0.9
FLINK-11969,FLINK-6895,shared_component,outward,heuristic_inference,0.87
FLINK-11969,FLINK-9078,shared_component,outward,heuristic_inference,0.87
FLINK-11999,FLINK-10257,shared_component,outward,heuristic_inference,0.79
FLINK-11999,FLINK-9970,shared_component,outward,heuristic_inference,0.79
FLINK-12251,FLINK-10257,shared_component,outward,heuristic_inference,0.83
FLINK-12251,FLINK-10604,shared_component,outward,heuristic_inference,0.8
FLINK-12352,FLINK-11999,shared_component,outward,heuristic_inference,0.7
FLINK-12354,FLINK-10152,shared_component,outward,heuristic_inference,0.95
FLINK-12354,FLINK-6895,shared_component,outward,heuristic_inference,0.95
FLINK-12354,FLINK-6810,parent_of,outward,parent_child,0.9
FLINK-12403,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12403,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12403,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-12415,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12415,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12415,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-12429,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12429,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12429,FLINK-16137,parent_of,outward,parent_child,0.9
FLINK-12430,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12430,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12430,FLINK-16137,parent_of,outward,parent_child,0.9
FLINK-12438,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12438,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12438,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-12449,FLINK-10152,shared_component,outward,heuristic_inference,0.95
FLINK-12449,FLINK-6895,shared_component,outward,heuristic_inference,0.95
FLINK-12449,FLINK-6810,parent_of,outward,parent_child,0.9
FLINK-12450,FLINK-10152,shared_component,outward,heuristic_inference,0.95
FLINK-12450,FLINK-6895,shared_component,outward,heuristic_inference,0.95
FLINK-12450,FLINK-6810,parent_of,outward,parent_child,0.9
FLINK-12451,FLINK-10152,shared_component,outward,heuristic_inference,0.95
FLINK-12451,FLINK-6895,shared_component,outward,heuristic_inference,0.95
FLINK-12451,FLINK-6810,parent_of,outward,parent_child,0.9
FLINK-12639,FLINK-4498,shared_component,outward,heuristic_inference,0.69
FLINK-12671,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-12695,FLINK-12692,parent_of,outward,parent_child,0.9
FLINK-12696,FLINK-12692,parent_of,outward,parent_child,0.9
FLINK-12696,FLINK-12695,project_flow,outward,heuristic_inference,0.79
FLINK-12698,FLINK-12692,parent_of,outward,parent_child,0.9
FLINK-12698,FLINK-12695,project_flow,outward,heuristic_inference,0.79
FLINK-12698,FLINK-12696,project_flow,outward,heuristic_inference,0.79
FLINK-12790,FLINK-12786,parent_of,outward,parent_child,0.9
FLINK-12791,FLINK-12786,parent_of,outward,parent_child,0.9
FLINK-12791,FLINK-12790,project_flow,outward,heuristic_inference,0.79
FLINK-12940,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12940,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12940,FLINK-16126,parent_of,outward,parent_child,0.9
FLINK-12941,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12941,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12941,FLINK-16126,parent_of,outward,parent_child,0.9
FLINK-12942,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-12942,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-12942,FLINK-16126,parent_of,outward,parent_child,0.9
FLINK-13092,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-13092,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-13092,FLINK-11529,parent_of,outward,parent_child,0.9
FLINK-13196,FLINK-20787,parent_of,outward,parent_child,0.9
FLINK-13196,FLINK-10257,shared_component,outward,heuristic_inference,0.79
FLINK-13196,FLINK-9970,shared_component,outward,heuristic_inference,0.79
FLINK-13207,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13207,FLINK-12671,shared_component,outward,heuristic_inference,0.69
FLINK-13239,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13239,FLINK-12671,shared_component,outward,heuristic_inference,0.69
FLINK-13239,FLINK-13207,shared_component,outward,heuristic_inference,0.69
FLINK-13470,FLINK-10972,shared_component,outward,heuristic_inference,0.73
FLINK-13577,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13577,FLINK-13207,shared_component,outward,heuristic_inference,0.69
FLINK-13577,FLINK-13239,shared_component,outward,heuristic_inference,0.69
FLINK-13596,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13596,FLINK-13207,shared_component,outward,heuristic_inference,0.69
FLINK-13596,FLINK-13239,shared_component,outward,heuristic_inference,0.69
FLINK-13636,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-13636,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-13636,FLINK-16137,parent_of,outward,parent_child,0.9
FLINK-13666,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13666,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-13666,FLINK-13207,shared_component,outward,heuristic_inference,0.69
FLINK-13667,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13667,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-13667,FLINK-13596,shared_component,outward,heuristic_inference,0.79
FLINK-13668,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13668,FLINK-13666,project_flow,outward,heuristic_inference,0.79
FLINK-13668,FLINK-13667,project_flow,outward,heuristic_inference,0.79
FLINK-13669,FLINK-13667,project_flow,outward,heuristic_inference,0.95
FLINK-13669,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13669,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-13670,FLINK-13667,project_flow,outward,heuristic_inference,0.95
FLINK-13670,FLINK-13669,project_flow,outward,heuristic_inference,0.95
FLINK-13670,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13671,FLINK-13669,project_flow,outward,heuristic_inference,0.95
FLINK-13671,FLINK-13670,project_flow,outward,heuristic_inference,0.95
FLINK-13671,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13672,FLINK-13669,project_flow,outward,heuristic_inference,0.95
FLINK-13672,FLINK-13670,project_flow,outward,heuristic_inference,0.95
FLINK-13672,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13673,FLINK-13670,project_flow,outward,heuristic_inference,0.95
FLINK-13673,FLINK-13671,project_flow,outward,heuristic_inference,0.95
FLINK-13673,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13674,FLINK-13671,project_flow,outward,heuristic_inference,0.95
FLINK-13674,FLINK-13672,project_flow,outward,heuristic_inference,0.95
FLINK-13674,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13675,FLINK-13672,project_flow,outward,heuristic_inference,0.95
FLINK-13675,FLINK-13673,project_flow,outward,heuristic_inference,0.95
FLINK-13675,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13676,FLINK-13673,project_flow,outward,heuristic_inference,0.95
FLINK-13676,FLINK-13674,project_flow,outward,heuristic_inference,0.95
FLINK-13676,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13678,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-13678,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-13678,FLINK-11526,parent_of,outward,parent_child,0.9
FLINK-13680,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-13680,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-13680,FLINK-11526,parent_of,outward,parent_child,0.9
FLINK-13681,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-13681,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-13681,FLINK-11526,parent_of,outward,parent_child,0.9
FLINK-13684,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-13684,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-13684,FLINK-11526,parent_of,outward,parent_child,0.9
FLINK-13698,FLINK-2491,shared_fix_version,outward,heuristic_inference,0.71
FLINK-13834,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13834,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-13834,FLINK-13667,shared_component,outward,heuristic_inference,0.79
FLINK-13911,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13911,FLINK-13668,shared_component,outward,heuristic_inference,0.79
FLINK-13911,FLINK-13207,shared_component,outward,heuristic_inference,0.69
FLINK-13914,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13914,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-13914,FLINK-13667,shared_component,outward,heuristic_inference,0.79
FLINK-13915,FLINK-13911,shared_component,outward,heuristic_inference,0.95
FLINK-13915,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13915,FLINK-13668,shared_component,outward,heuristic_inference,0.79
FLINK-13916,FLINK-13914,project_flow,outward,heuristic_inference,0.95
FLINK-13916,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13916,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-13917,FLINK-13914,project_flow,outward,heuristic_inference,0.95
FLINK-13917,FLINK-13916,project_flow,outward,heuristic_inference,0.95
FLINK-13917,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13918,FLINK-13916,project_flow,outward,heuristic_inference,0.95
FLINK-13918,FLINK-13917,project_flow,outward,heuristic_inference,0.95
FLINK-13918,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13923,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-13923,FLINK-13915,shared_component,outward,heuristic_inference,0.89
FLINK-13923,FLINK-13596,shared_component,outward,heuristic_inference,0.79
FLINK-14023,FLINK-14500,parent_of,outward,parent_child,0.9
FLINK-14028,FLINK-14023,shared_fix_version,outward,heuristic_inference,0.95
FLINK-14028,FLINK-14500,parent_of,outward,parent_child,0.9
FLINK-14055,FLINK-7601,shared_component,outward,heuristic_inference,0.79
FLINK-14055,FLINK-8039,shared_component,outward,heuristic_inference,0.79
FLINK-14081,FLINK-14079,parent_of,outward,parent_child,0.9
FLINK-14148,FLINK-14799,parent_of,outward,parent_child,0.9
FLINK-14151,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-14151,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-14151,FLINK-13667,shared_component,outward,heuristic_inference,0.79
FLINK-14152,FLINK-14151,project_flow,outward,heuristic_inference,0.95
FLINK-14152,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-14152,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-14154,FLINK-14151,project_flow,outward,heuristic_inference,0.95
FLINK-14154,FLINK-14152,project_flow,outward,heuristic_inference,0.95
FLINK-14154,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-14155,FLINK-14152,project_flow,outward,heuristic_inference,0.95
FLINK-14155,FLINK-14154,project_flow,outward,heuristic_inference,0.95
FLINK-14155,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-14203,FLINK-12470,parent_of,outward,parent_child,0.9
FLINK-14203,FLINK-13577,shared_component,outward,heuristic_inference,0.79
FLINK-14203,FLINK-13667,shared_component,outward,heuristic_inference,0.79
FLINK-14222,FLINK-14500,parent_of,outward,parent_child,0.9
FLINK-14222,FLINK-14023,shared_fix_version,outward,heuristic_inference,0.89
FLINK-14222,FLINK-14028,shared_fix_version,outward,heuristic_inference,0.71
FLINK-14383,FLINK-14222,shared_fix_version,outward,heuristic_inference,0.95
FLINK-14383,FLINK-14500,parent_of,outward,parent_child,0.9
FLINK-14383,FLINK-14023,shared_fix_version,outward,heuristic_inference,0.71
FLINK-14500,FLINK-14023,shared_fix_version,outward,heuristic_inference,0.9
FLINK-14500,FLINK-14028,shared_fix_version,outward,heuristic_inference,0.9
FLINK-14658,FLINK-3610,shared_fix_version,outward,heuristic_inference,0.95
FLINK-14658,FLINK-3957,parent_of,outward,parent_child,0.9
FLINK-14658,FLINK-4330,shared_fix_version,outward,heuristic_inference,0.89
FLINK-14749,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14749,FLINK-11607,shared_component,outward,heuristic_inference,0.69
FLINK-14751,FLINK-14749,project_flow,outward,heuristic_inference,0.91
FLINK-14751,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14752,FLINK-14749,project_flow,outward,heuristic_inference,0.91
FLINK-14752,FLINK-14751,project_flow,outward,heuristic_inference,0.91
FLINK-14752,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14753,FLINK-14751,project_flow,outward,heuristic_inference,0.91
FLINK-14753,FLINK-14752,project_flow,outward,heuristic_inference,0.91
FLINK-14753,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14754,FLINK-14751,project_flow,outward,heuristic_inference,0.91
FLINK-14754,FLINK-14752,project_flow,outward,heuristic_inference,0.91
FLINK-14754,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14755,FLINK-14752,project_flow,outward,heuristic_inference,0.91
FLINK-14755,FLINK-14753,project_flow,outward,heuristic_inference,0.91
FLINK-14755,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14756,FLINK-14753,project_flow,outward,heuristic_inference,0.91
FLINK-14756,FLINK-14754,project_flow,outward,heuristic_inference,0.91
FLINK-14756,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14768,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14768,FLINK-14749,shared_component,outward,heuristic_inference,0.73
FLINK-14768,FLINK-14751,shared_component,outward,heuristic_inference,0.73
FLINK-14769,FLINK-14768,project_flow,outward,heuristic_inference,0.91
FLINK-14769,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14769,FLINK-14749,shared_component,outward,heuristic_inference,0.73
FLINK-14770,FLINK-14768,project_flow,outward,heuristic_inference,0.91
FLINK-14770,FLINK-14769,project_flow,outward,heuristic_inference,0.91
FLINK-14770,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14771,FLINK-14768,project_flow,outward,heuristic_inference,0.91
FLINK-14771,FLINK-14769,project_flow,outward,heuristic_inference,0.91
FLINK-14771,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14772,FLINK-14769,project_flow,outward,heuristic_inference,0.91
FLINK-14772,FLINK-14770,project_flow,outward,heuristic_inference,0.91
FLINK-14772,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14773,FLINK-14770,project_flow,outward,heuristic_inference,0.91
FLINK-14773,FLINK-14771,project_flow,outward,heuristic_inference,0.91
FLINK-14773,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14774,FLINK-14771,project_flow,outward,heuristic_inference,0.91
FLINK-14774,FLINK-14772,project_flow,outward,heuristic_inference,0.91
FLINK-14774,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14775,FLINK-14772,project_flow,outward,heuristic_inference,0.91
FLINK-14775,FLINK-14773,project_flow,outward,heuristic_inference,0.91
FLINK-14775,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14776,FLINK-14749,shared_component,outward,heuristic_inference,0.91
FLINK-14776,FLINK-14773,project_flow,outward,heuristic_inference,0.91
FLINK-14776,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14777,FLINK-14776,project_flow,outward,heuristic_inference,0.95
FLINK-14777,FLINK-14774,project_flow,outward,heuristic_inference,0.91
FLINK-14777,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14778,FLINK-14776,project_flow,outward,heuristic_inference,0.95
FLINK-14778,FLINK-14775,project_flow,outward,heuristic_inference,0.91
FLINK-14778,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14779,FLINK-14776,project_flow,outward,heuristic_inference,0.95
FLINK-14779,FLINK-14777,project_flow,outward,heuristic_inference,0.91
FLINK-14779,FLINK-14748,parent_of,outward,parent_child,0.9
FLINK-14799,FLINK-14133,shared_component,outward,heuristic_inference,0.73
FLINK-14837,FLINK-14055,shared_component,outward,heuristic_inference,0.79
FLINK-14919,FLINK-14917,parent_of,outward,parent_child,0.9
FLINK-14919,FLINK-9078,shared_component,outward,heuristic_inference,0.87
FLINK-14919,FLINK-11969,shared_component,outward,heuristic_inference,0.79
FLINK-14922,FLINK-14919,project_flow,outward,heuristic_inference,0.91
FLINK-14922,FLINK-14917,parent_of,outward,parent_child,0.9
FLINK-14922,FLINK-9078,shared_component,outward,heuristic_inference,0.69
FLINK-15013,FLINK-14154,mentions_dependency,outward,text_reference,0.55
FLINK-15609,FLINK-12449,shared_component,outward,heuristic_inference,0.79
FLINK-15609,FLINK-12450,shared_component,outward,heuristic_inference,0.79
FLINK-15674,FLINK-3610,shared_component,outward,heuristic_inference,0.79
FLINK-15804,FLINK-13191,parent_of,outward,parent_child,0.9
FLINK-15804,FLINK-10257,shared_component,outward,heuristic_inference,0.88
FLINK-15804,FLINK-12449,shared_component,outward,heuristic_inference,0.88
FLINK-15856,FLINK-15788,shared_component,outward,heuristic_inference,0.7
FLINK-15992,FLINK-9477,shared_fix_version,outward,heuristic_inference,0.81
FLINK-15992,FLINK-14837,shared_component,outward,heuristic_inference,0.69
FLINK-16050,FLINK-11374,shared_component,outward,heuristic_inference,0.69
FLINK-16050,FLINK-14827,shared_component,outward,heuristic_inference,0.69
FLINK-16073,FLINK-11634,shared_component,outward,heuristic_inference,0.8
FLINK-16073,FLINK-11607,shared_component,outward,heuristic_inference,0.79
FLINK-16077,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-16077,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16077,FLINK-16073,parent_of,outward,parent_child,0.9
FLINK-16078,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-16078,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16078,FLINK-16073,parent_of,outward,parent_child,0.9
FLINK-16080,FLINK-16073,shared_component,outward,heuristic_inference,0.95
FLINK-16080,FLINK-16077,project_flow,outward,heuristic_inference,0.89
FLINK-16088,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-16088,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16088,FLINK-16080,parent_of,outward,parent_child,0.9
FLINK-16090,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-16090,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16090,FLINK-16080,parent_of,outward,parent_child,0.9
FLINK-16095,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-16095,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16095,FLINK-16080,parent_of,outward,parent_child,0.9
FLINK-16099,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16099,FLINK-11609,shared_component,outward,heuristic_inference,0.95
FLINK-16099,FLINK-16080,parent_of,outward,parent_child,0.9
FLINK-16100,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-16100,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16100,FLINK-16080,parent_of,outward,parent_child,0.9
FLINK-16105,FLINK-11607,shared_component,outward,heuristic_inference,0.95
FLINK-16105,FLINK-11608,shared_component,outward,heuristic_inference,0.95
FLINK-16105,FLINK-16080,parent_of,outward,parent_child,0.9
FLINK-16126,FLINK-16073,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16126,FLINK-16077,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16137,FLINK-16073,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16137,FLINK-16077,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16152,FLINK-16073,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16152,FLINK-16077,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16152,FLINK-16137,parent_of,outward,parent_child,0.9
FLINK-16153,FLINK-11609,shared_component,outward,heuristic_inference,0.95
FLINK-16153,FLINK-16073,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16153,FLINK-16137,parent_of,outward,parent_child,0.9
FLINK-16154,FLINK-16073,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16154,FLINK-16077,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16154,FLINK-16137,parent_of,outward,parent_child,0.9
FLINK-16155,FLINK-16073,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16155,FLINK-16077,shared_fix_version,outward,heuristic_inference,0.95
FLINK-16155,FLINK-16137,parent_of,outward,parent_child,0.9
FLINK-16200,FLINK-9477,parent_of,outward,parent_child,0.9
FLINK-16200,FLINK-14837,shared_component,outward,heuristic_inference,0.77
FLINK-16200,FLINK-6895,shared_component,outward,heuristic_inference,0.69
