source,target,link_type,direction,edge_source,confidence
AIRAVATA-1099,AIRAVATA-1098,project_flow,outward,heuristic_inference,0.91
AIRAVATA-1100,AIRAVATA-1098,parent_of,outward,parent_child,0.9
AIRAVATA-1100,AIRAVATA-1099,project_flow,outward,heuristic_inference,0.9
AIRAVATA-1101,AIRAVATA-1100,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1101,AIRAVATA-1098,parent_of,outward,parent_child,0.9
AIRAVATA-1101,AIRAVATA-1099,project_flow,outward,heuristic_inference,0.9
AIRAVATA-1103,AIRAVATA-1100,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1103,AIRAVATA-1101,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1103,AIRAVATA-1098,parent_of,outward,parent_child,0.9
AIRAVATA-1104,AIRAVATA-1101,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1104,AIRAVATA-1103,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1104,AIRAVATA-1098,parent_of,outward,parent_child,0.9
AIRAVATA-1105,AIRAVATA-1103,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1105,AIRAVATA-1098,parent_of,outward,parent_child,0.9
AIRAVATA-1105,AIRAVATA-1104,project_flow,outward,heuristic_inference,0.9
AIRAVATA-1106,AIRAVATA-1103,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1106,AIRAVATA-1104,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1106,AIRAVATA-1098,parent_of,outward,parent_child,0.9
AIRAVATA-1107,AIRAVATA-1104,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1107,AIRAVATA-1106,project_flow,outward,heuristic_inference,0.95
AIRAVATA-1107,AIRAVATA-1098,parent_of,outward,parent_child,0.9
AIRAVATA-1519,AIRAVATA-2510,parent_of,outward,parent_child,0.9
AIRAVATA-1530,AIRAVATA-1519,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-1530,AIRAVATA-2510,parent_of,outward,parent_child,0.9
AIRAVATA-1665,AIRAVATA-1659,parent_of,outward,parent_child,0.9
AIRAVATA-2017,AIRAVATA-2018,parent_of,outward,parent_child,0.9
AIRAVATA-2018,AIRAVATA-2017,project_flow,outward,heuristic_inference,0.81
AIRAVATA-2019,AIRAVATA-2017,project_flow,outward,heuristic_inference,0.95
AIRAVATA-2019,AIRAVATA-2018,project_flow,outward,heuristic_inference,0.95
AIRAVATA-2022,AIRAVATA-2017,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-2022,AIRAVATA-2019,project_flow,outward,heuristic_inference,0.89
AIRAVATA-2121,AIRAVATA-2019,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-2121,AIRAVATA-2018,shared_fix_version,outward,heuristic_inference,0.89
AIRAVATA-2135,AIRAVATA-2121,parent_of,outward,parent_child,0.9
AIRAVATA-2135,AIRAVATA-2017,shared_fix_version,outward,heuristic_inference,0.85
AIRAVATA-2135,AIRAVATA-2019,shared_fix_version,outward,heuristic_inference,0.85
AIRAVATA-2299,AIRAVATA-2121,parent_of,outward,parent_child,0.9
AIRAVATA-2299,AIRAVATA-2135,shared_fix_version,outward,heuristic_inference,0.89
AIRAVATA-2299,AIRAVATA-2022,shared_fix_version,outward,heuristic_inference,0.79
AIRAVATA-2301,AIRAVATA-2299,project_flow,outward,heuristic_inference,0.81
AIRAVATA-2301,AIRAVATA-2017,shared_fix_version,outward,heuristic_inference,0.77
AIRAVATA-2311,AIRAVATA-1519,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-2311,AIRAVATA-1530,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-2311,AIRAVATA-2510,parent_of,outward,parent_child,0.9
AIRAVATA-2387,AIRAVATA-2386,parent_of,outward,parent_child,0.9
AIRAVATA-2387,AIRAVATA-1665,shared_fix_version,outward,heuristic_inference,0.71
AIRAVATA-2388,AIRAVATA-2386,parent_of,outward,parent_child,0.9
AIRAVATA-2388,AIRAVATA-2387,project_flow,outward,heuristic_inference,0.89
AIRAVATA-2389,AIRAVATA-2387,project_flow,outward,heuristic_inference,0.95
AIRAVATA-2389,AIRAVATA-2388,project_flow,outward,heuristic_inference,0.95
AIRAVATA-2389,AIRAVATA-2386,parent_of,outward,parent_child,0.9
AIRAVATA-2390,AIRAVATA-1665,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-2390,AIRAVATA-2386,shared_fix_version,outward,heuristic_inference,0.91
AIRAVATA-2391,AIRAVATA-2390,project_flow,outward,heuristic_inference,0.95
AIRAVATA-2391,AIRAVATA-2386,parent_of,outward,parent_child,0.9
AIRAVATA-2391,AIRAVATA-1665,shared_fix_version,outward,heuristic_inference,0.89
AIRAVATA-2721,AIRAVATA-2720,parent_of,outward,parent_child,0.9
AIRAVATA-3064,AIRAVATA-3024,shared_component,outward,heuristic_inference,0.87
AIRAVATA-3072,AIRAVATA-3064,shared_component,outward,heuristic_inference,0.95
AIRAVATA-3072,AIRAVATA-3024,shared_component,outward,heuristic_inference,0.87
AIRAVATA-3074,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3090,AIRAVATA-2019,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3090,AIRAVATA-2121,shared_fix_version,outward,heuristic_inference,0.85
AIRAVATA-3096,AIRAVATA-3090,shared_component,outward,heuristic_inference,0.95
AIRAVATA-3096,AIRAVATA-3024,shared_component,outward,heuristic_inference,0.87
AIRAVATA-3103,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3110,AIRAVATA-3096,parent_of,outward,parent_child,0.9
AIRAVATA-3110,AIRAVATA-3074,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3128,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3128,AIRAVATA-3103,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3130,AIRAVATA-3128,project_flow,outward,heuristic_inference,0.93
AIRAVATA-3130,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3130,AIRAVATA-3074,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3134,AIRAVATA-3128,shared_component,outward,heuristic_inference,0.94
AIRAVATA-3134,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3134,AIRAVATA-3103,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3135,AIRAVATA-3130,shared_component,outward,heuristic_inference,0.94
AIRAVATA-3135,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3135,AIRAVATA-3134,project_flow,outward,heuristic_inference,0.75
AIRAVATA-3136,AIRAVATA-3130,shared_component,outward,heuristic_inference,0.95
AIRAVATA-3136,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3136,AIRAVATA-3128,shared_component,outward,heuristic_inference,0.85
AIRAVATA-3143,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3143,AIRAVATA-3110,shared_component,outward,heuristic_inference,0.84
AIRAVATA-3143,AIRAVATA-3074,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3153,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3153,AIRAVATA-3103,shared_component,outward,heuristic_inference,0.84
AIRAVATA-3182,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3182,AIRAVATA-3103,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3182,AIRAVATA-3128,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3183,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3183,AIRAVATA-3103,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3183,AIRAVATA-3143,shared_component,outward,heuristic_inference,0.75
AIRAVATA-3190,AIRAVATA-3189,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3195,AIRAVATA-3194,parent_of,outward,parent_child,0.9
AIRAVATA-3196,AIRAVATA-3194,parent_of,outward,parent_child,0.9
AIRAVATA-3196,AIRAVATA-3195,project_flow,outward,heuristic_inference,0.89
AIRAVATA-3197,AIRAVATA-3194,parent_of,outward,parent_child,0.9
AIRAVATA-3197,AIRAVATA-3195,project_flow,outward,heuristic_inference,0.89
AIRAVATA-3197,AIRAVATA-3196,project_flow,outward,heuristic_inference,0.89
AIRAVATA-3198,AIRAVATA-3197,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3198,AIRAVATA-3194,parent_of,outward,parent_child,0.9
AIRAVATA-3198,AIRAVATA-3195,project_flow,outward,heuristic_inference,0.89
AIRAVATA-3201,AIRAVATA-3200,parent_of,outward,parent_child,0.9
AIRAVATA-3202,AIRAVATA-3201,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3202,AIRAVATA-3200,parent_of,outward,parent_child,0.9
AIRAVATA-3203,AIRAVATA-3201,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3203,AIRAVATA-3202,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3203,AIRAVATA-3200,parent_of,outward,parent_child,0.9
AIRAVATA-3204,AIRAVATA-3201,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3204,AIRAVATA-3202,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3204,AIRAVATA-3200,parent_of,outward,parent_child,0.9
AIRAVATA-3205,AIRAVATA-3201,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3205,AIRAVATA-3202,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3205,AIRAVATA-3200,parent_of,outward,parent_child,0.9
AIRAVATA-3214,AIRAVATA-3064,parent_of,outward,parent_child,0.9
AIRAVATA-3215,AIRAVATA-3214,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3215,AIRAVATA-3064,parent_of,outward,parent_child,0.9
AIRAVATA-3215,AIRAVATA-3130,shared_component,outward,heuristic_inference,0.87
AIRAVATA-3217,AIRAVATA-3214,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3217,AIRAVATA-3215,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3217,AIRAVATA-3064,parent_of,outward,parent_child,0.9
AIRAVATA-3218,AIRAVATA-3214,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3218,AIRAVATA-3215,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3218,AIRAVATA-3096,parent_of,outward,parent_child,0.9
AIRAVATA-3223,AIRAVATA-3215,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3223,AIRAVATA-3217,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3223,AIRAVATA-3096,parent_of,outward,parent_child,0.9
AIRAVATA-3228,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3228,AIRAVATA-3223,shared_fix_version,outward,heuristic_inference,0.81
AIRAVATA-3228,AIRAVATA-3214,shared_fix_version,outward,heuristic_inference,0.71
AIRAVATA-3231,AIRAVATA-3223,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3231,AIRAVATA-3228,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3231,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3232,AIRAVATA-3228,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3232,AIRAVATA-3231,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3232,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3233,AIRAVATA-3228,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3233,AIRAVATA-3231,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3233,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3236,AIRAVATA-3228,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3236,AIRAVATA-3231,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3236,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3242,AIRAVATA-3228,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3242,AIRAVATA-3236,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3242,AIRAVATA-3072,parent_of,outward,parent_child,0.9
AIRAVATA-3252,AIRAVATA-3215,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3252,AIRAVATA-3218,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3252,AIRAVATA-3024,parent_of,outward,parent_child,0.9
AIRAVATA-3254,AIRAVATA-3252,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3254,AIRAVATA-3214,shared_fix_version,outward,heuristic_inference,0.77
AIRAVATA-3366,AIRAVATA-3349,parent_of,outward,parent_child,0.9
AIRAVATA-3366,AIRAVATA-3228,shared_fix_version,outward,heuristic_inference,0.79
AIRAVATA-3366,AIRAVATA-3232,shared_fix_version,outward,heuristic_inference,0.79
AIRAVATA-3372,AIRAVATA-3232,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3372,AIRAVATA-3233,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3372,AIRAVATA-3349,parent_of,outward,parent_child,0.9
AIRAVATA-3419,AIRAVATA-3218,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3419,AIRAVATA-3233,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3419,AIRAVATA-3349,parent_of,outward,parent_child,0.9
AIRAVATA-3425,AIRAVATA-3254,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3425,AIRAVATA-3419,shared_fix_version,outward,heuristic_inference,0.87
AIRAVATA-3426,AIRAVATA-3233,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3426,AIRAVATA-3419,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3426,AIRAVATA-3425,parent_of,outward,parent_child,0.9
AIRAVATA-3427,AIRAVATA-3215,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3427,AIRAVATA-3419,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3427,AIRAVATA-3425,parent_of,outward,parent_child,0.9
AIRAVATA-3432,AIRAVATA-3426,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3432,AIRAVATA-3427,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3432,AIRAVATA-3349,parent_of,outward,parent_child,0.9
AIRAVATA-3434,AIRAVATA-3426,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3434,AIRAVATA-3427,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3434,AIRAVATA-3425,parent_of,outward,parent_child,0.9
AIRAVATA-3435,AIRAVATA-3427,shared_fix_version,outward,heuristic_inference,0.95
AIRAVATA-3435,AIRAVATA-3432,project_flow,outward,heuristic_inference,0.95
AIRAVATA-3435,AIRAVATA-3425,parent_of,outward,parent_child,0.9
AIRFLOW-1959,AIRFLOW-1314,parent_of,outward,parent_child,0.9
AIRFLOW-1961,AIRFLOW-1959,project_flow,outward,heuristic_inference,0.95
AIRFLOW-1961,AIRFLOW-1314,parent_of,outward,parent_child,0.9
AIRFLOW-3954,AIRFLOW-3953,project_flow,outward,heuristic_inference,0.95
AIRFLOW-3955,AIRFLOW-3954,cloners,outward,explicit_link,1.0
AIRFLOW-3955,AIRFLOW-3953,project_flow,outward,heuristic_inference,0.95
AIRFLOW-3956,AIRFLOW-3955,cloners,outward,explicit_link,1.0
AIRFLOW-3956,AIRFLOW-3953,project_flow,outward,heuristic_inference,0.95
AIRFLOW-3956,AIRFLOW-3954,project_flow,outward,heuristic_inference,0.95
AIRFLOW-4271,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4272,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4272,AIRFLOW-4271,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4273,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4273,AIRFLOW-4271,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4273,AIRFLOW-4272,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4274,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4274,AIRFLOW-4271,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4274,AIRFLOW-4272,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4275,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4275,AIRFLOW-4272,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4275,AIRFLOW-4273,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4276,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4276,AIRFLOW-4275,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4276,AIRFLOW-4273,project_flow,outward,heuristic_inference,0.79
AIRFLOW-4277,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4277,AIRFLOW-4276,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4277,AIRFLOW-4274,project_flow,outward,heuristic_inference,0.79
AIRFLOW-4278,AIRFLOW-4277,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4278,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4278,AIRFLOW-4275,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4279,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4279,AIRFLOW-4276,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4279,AIRFLOW-4277,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4281,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4281,AIRFLOW-4279,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4281,AIRFLOW-4274,shared_component,outward,heuristic_inference,0.8
AIRFLOW-4282,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4282,AIRFLOW-4279,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4282,AIRFLOW-4281,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4283,AIRFLOW-3904,parent_of,outward,parent_child,0.9
AIRFLOW-4283,AIRFLOW-4281,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4283,AIRFLOW-4282,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4657,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4662,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4662,AIRFLOW-4657,shared_component,outward,heuristic_inference,0.83
AIRFLOW-4673,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4673,AIRFLOW-4657,shared_component,outward,heuristic_inference,0.87
AIRFLOW-4673,AIRFLOW-4662,shared_component,outward,heuristic_inference,0.73
AIRFLOW-4675,AIRFLOW-4673,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4675,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4675,AIRFLOW-4657,shared_component,outward,heuristic_inference,0.73
AIRFLOW-4676,AIRFLOW-4673,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4676,AIRFLOW-4675,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4676,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4677,AIRFLOW-4675,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4677,AIRFLOW-4676,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4677,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4678,AIRFLOW-4673,shared_component,outward,heuristic_inference,0.95
AIRFLOW-4678,AIRFLOW-4675,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4678,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4682,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4682,AIRFLOW-4675,shared_component,outward,heuristic_inference,0.83
AIRFLOW-4682,AIRFLOW-4676,shared_component,outward,heuristic_inference,0.83
AIRFLOW-4683,AIRFLOW-4682,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4683,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4683,AIRFLOW-4675,shared_component,outward,heuristic_inference,0.83
AIRFLOW-4685,AIRFLOW-4682,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4685,AIRFLOW-4683,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4685,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4687,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4687,AIRFLOW-4685,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4687,AIRFLOW-4682,shared_component,outward,heuristic_inference,0.8
AIRFLOW-4688,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4688,AIRFLOW-4685,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4688,AIRFLOW-4687,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4691,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4691,AIRFLOW-4688,project_flow,outward,heuristic_inference,0.88
AIRFLOW-4691,AIRFLOW-4677,shared_component,outward,heuristic_inference,0.84
AIRFLOW-4692,AIRFLOW-4691,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4692,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4692,AIRFLOW-4685,shared_component,outward,heuristic_inference,0.8
AIRFLOW-4693,AIRFLOW-4691,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4693,AIRFLOW-4692,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4693,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4694,AIRFLOW-4691,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4694,AIRFLOW-4692,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4694,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4695,AIRFLOW-4692,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4695,AIRFLOW-4693,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4695,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4696,AIRFLOW-4693,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4696,AIRFLOW-4694,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4696,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4697,AIRFLOW-4694,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4697,AIRFLOW-4695,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4697,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4698,AIRFLOW-4695,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4698,AIRFLOW-4696,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4698,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4699,AIRFLOW-4696,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4699,AIRFLOW-4697,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4699,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4700,AIRFLOW-4697,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4700,AIRFLOW-4698,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4700,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4701,AIRFLOW-4698,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4701,AIRFLOW-4699,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4701,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4702,AIRFLOW-4699,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4702,AIRFLOW-4700,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4702,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4703,AIRFLOW-4700,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4703,AIRFLOW-4701,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4703,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4704,AIRFLOW-4701,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4704,AIRFLOW-4702,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4704,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4705,AIRFLOW-4702,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4705,AIRFLOW-4703,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4705,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4706,AIRFLOW-4703,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4706,AIRFLOW-4704,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4706,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4707,AIRFLOW-4704,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4707,AIRFLOW-4705,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4707,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4708,AIRFLOW-4707,project_flow,outward,heuristic_inference,0.95
AIRFLOW-4708,AIRFLOW-4705,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4708,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4709,AIRFLOW-4706,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4709,AIRFLOW-4707,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4709,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4710,AIRFLOW-4707,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4710,AIRFLOW-4708,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4710,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4711,AIRFLOW-4708,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4711,AIRFLOW-4709,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4711,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4712,AIRFLOW-4709,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4712,AIRFLOW-4710,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4712,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-4713,AIRFLOW-4710,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4713,AIRFLOW-4711,project_flow,outward,heuristic_inference,0.91
AIRFLOW-4713,AIRFLOW-4364,parent_of,outward,parent_child,0.9
AIRFLOW-6899,AIRFLOW-6898,parent_of,outward,parent_child,0.9
AIRFLOW-6900,AIRFLOW-6898,parent_of,outward,parent_child,0.9
AIRFLOW-6900,AIRFLOW-6899,project_flow,outward,heuristic_inference,0.75
AIRFLOW-6901,AIRFLOW-6898,parent_of,outward,parent_child,0.9
AIRFLOW-6901,AIRFLOW-6899,project_flow,outward,heuristic_inference,0.75
AIRFLOW-6901,AIRFLOW-6900,project_flow,outward,heuristic_inference,0.75
AMBARI-22197,AMBARI-17717,shared_fix_version,outward,heuristic_inference,0.79
AMBARI-23158,AMBARI-22197,shared_fix_version,outward,heuristic_inference,0.95
AMBARI-23158,AMBARI-14714,shared_fix_version,outward,heuristic_inference,0.91
AMBARI-23196,AMBARI-23158,shared_component,outward,heuristic_inference,0.91
AMBARI-23196,AMBARI-14714,mentions_dependency,outward,text_reference,0.55
AMBARI-23350,AMBARI-23158,shared_fix_version,outward,heuristic_inference,0.95
AMBARI-23350,AMBARI-22197,shared_fix_version,outward,heuristic_inference,0.85
AMBARI-23368,AMBARI-23158,shared_fix_version,outward,heuristic_inference,0.95
AMBARI-23368,AMBARI-23350,shared_fix_version,outward,heuristic_inference,0.95
AMBARI-23368,AMBARI-14714,mentions_dependency,outward,text_reference,0.55
